B19013_001E,state,county,tract,block group
180230,17,031,804609,1
66793,17,031,804609,2
97306,17,031,804609,3
76339,17,031,804610,1
71042,17,031,804610,2
89545,17,031,804611,1
68229,17,031,804611,2
117014,17,031,804611,3
53333,17,031,804701,1
109044,17,031,804701,2
67891,17,031,804701,3
73654,17,031,804701,4
110036,17,031,804705,1
52708,17,031,804705,2
84688,17,031,804705,3
105125,17,031,804706,1
136023,17,031,804706,2
37083,17,031,804709,1
85636,17,031,804709,2
64706,17,031,804709,3
79848,17,031,804709,4
83967,17,031,804709,5
140000,17,031,804710,1
96174,17,031,804710,2
69396,17,031,804710,3
97778,17,031,804710,4
51042,17,031,804711,1
93269,17,031,804711,2
84803,17,031,804711,3
82402,17,031,804711,4
70445,17,031,804712,1
92063,17,031,804712,2
146217,17,031,804712,3
79529,17,031,804713,1
72857,17,031,804713,2
92069,17,031,804713,3
174505,17,031,804713,4
71461,17,031,804714,1
118654,17,031,804714,2
92188,17,031,804714,3
53333,17,031,804715,1
54318,17,031,804715,2
107938,17,031,804716,1
90648,17,031,804716,2
107452,17,031,804716,3
112125,17,031,804803,1
81271,17,031,804803,2
72546,17,031,804803,3
66373,17,031,804804,1
80464,17,031,804804,2
53511,17,031,804804,3
78500,17,031,804804,4
96083,17,031,804805,1
106654,17,031,804805,2
93026,17,031,804805,3
101419,17,031,804805,4
82159,17,031,804806,1
91806,17,031,804806,2
55972,17,031,804806,3
107250,17,031,804807,1
94275,17,031,804807,2
81528,17,031,804807,3
99096,17,031,804807,4
120972,17,031,804808,1
133839,17,031,804808,2
99531,17,031,804808,3
94896,17,031,804809,1
123333,17,031,804809,2
91705,17,031,804809,3
83015,17,031,804810,1
168125,17,031,804810,2
73832,17,031,804810,3
-666666666,17,031,804810,4
135766,17,031,804901,1
126016,17,031,804901,2
114833,17,031,804901,3
80263,17,031,804901,4
122986,17,031,804901,5
137333,17,031,804901,6
145179,17,031,804902,1
113733,17,031,804902,2
77417,17,031,804902,3
96667,17,031,804902,4
48309,17,031,804902,5
77450,17,031,805001,1
145938,17,031,805001,2
124861,17,031,805001,3
173162,17,031,805001,4
88681,17,031,805002,1
37328,17,031,805002,2
80484,17,031,805002,3
48354,17,031,805002,4
-666666666,17,031,805002,5
72220,17,031,805105,1
65825,17,031,805105,2
60086,17,031,805105,3
54464,17,031,805105,4
-666666666,17,031,805105,5
57103,17,031,805106,1
109125,17,031,805106,2
66563,17,031,805107,1
72664,17,031,805107,2
51369,17,031,805107,3
74219,17,031,805107,4
74485,17,031,805107,5
58039,17,031,805108,1
88590,17,031,805108,2
97769,17,031,805108,3
69142,17,031,805108,4
104293,17,031,805109,1
79531,17,031,805109,2
72786,17,031,805109,3
91371,17,031,805110,1
93125,17,031,805110,2
95357,17,031,805110,3
92791,17,031,805110,4
137944,17,031,805111,1
110491,17,031,805111,2
59559,17,031,805111,3
57206,17,031,805111,4
43651,17,031,805111,5
55714,17,031,805111,6
51686,17,031,805112,1
75602,17,031,805112,2
132583,17,031,805201,1
102986,17,031,805201,2
89234,17,031,805201,3
89850,17,031,805202,1
156250,17,031,805202,2
74451,17,031,805202,3
77742,17,031,805202,4
121563,17,031,805301,1
84698,17,031,805301,2
-666666666,17,031,805301,3
95417,17,031,805302,1
110341,17,031,805302,2
66429,17,031,805302,3
73537,17,031,805401,1
95156,17,031,805401,2
120556,17,031,805401,3
108708,17,031,805402,1
92891,17,031,805402,2
88988,17,031,805402,3
90431,17,031,805402,4
77113,17,031,805402,5
157069,17,031,805501,1
67008,17,031,805501,2
122228,17,031,805501,3
183598,17,031,805502,1
183224,17,031,805502,2
128263,17,031,805502,3
75500,17,031,805502,4
166613,17,031,805600,1
92197,17,031,805600,2
250001,17,031,805600,3
155833,17,031,805600,4
209688,17,031,805701,1
168125,17,031,805701,2
155375,17,031,805701,3
82115,17,031,805701,4
171920,17,031,805701,5
159875,17,031,805702,1
123750,17,031,805702,2
110179,17,031,805801,1
106250,17,031,805801,2
111563,17,031,805801,3
97891,17,031,805802,1
136500,17,031,805802,2
156154,17,031,805802,3
-666666666,17,031,805802,4
117604,17,031,805802,5
71016,17,031,805901,1
84500,17,031,805901,2
82727,17,031,805901,3
84000,17,031,805902,1
143333,17,031,805902,2
198750,17,031,805902,3
91433,17,031,805902,4
109079,17,031,805902,5
127672,17,031,805902,6
-666666666,17,031,806001,1
42895,17,031,806001,2
50335,17,031,806001,3
-666666666,17,031,806001,4
65000,17,031,806002,1
57068,17,031,806002,2
73766,17,031,806002,3
107572,17,031,806002,4
49219,17,031,806002,5
30486,17,031,806004,1
53789,17,031,806004,2
79020,17,031,806004,3
77847,17,031,806004,4
77266,17,031,806005,1
-666666666,17,031,806005,2
39461,17,031,806006,1
73594,17,031,806006,2
108255,17,031,806006,3
68799,17,031,806006,4
96290,17,031,806102,1
68533,17,031,806102,2
95625,17,031,806102,3
108393,17,031,806103,1
92352,17,031,806103,2
116875,17,031,806103,3
77747,17,031,806103,4
26667,17,031,806104,1
27750,17,031,806104,2
83125,17,031,806104,3
61021,17,031,806201,1
61964,17,031,806201,2
-666666666,17,031,806202,1
67708,17,031,806202,2
71587,17,031,806202,3
62619,17,031,806300,1
99107,17,031,806300,2
101397,17,031,806300,3
82159,17,031,806300,4
124816,17,031,806300,5
119034,17,031,806300,6
97083,17,031,806400,1
110179,17,031,806400,2
65893,17,031,806501,1
50980,17,031,806501,2
51875,17,031,806502,1
74069,17,031,806502,2
85714,17,031,806502,3
63365,17,031,806502,4
94571,17,031,806600,1
68802,17,031,806600,2
94750,17,031,806700,1
138977,17,031,806700,2
117250,17,031,806700,3
-666666666,17,031,806700,4
52069,17,031,806801,1
72532,17,031,806801,2
134583,17,031,806801,3
90083,17,031,806801,4
148611,17,031,806802,1
61250,17,031,806802,2
130625,17,031,806802,3
85563,17,031,806900,1
48403,17,031,806900,2
121038,17,031,806900,3
65965,17,031,807000,1
43607,17,031,807000,2
88850,17,031,807000,3
46902,17,031,807000,4
101607,17,031,807100,1
107232,17,031,807100,2
161667,17,031,807100,3
101750,17,031,807200,1
78589,17,031,807200,2
93523,17,031,807200,3
77273,17,031,807200,4
117452,17,031,807200,5
51316,17,031,807300,1
68191,17,031,807300,2
126705,17,031,807300,3
117656,17,031,807300,4
129423,17,031,807300,5
162800,17,031,807400,1
165794,17,031,807400,2
41575,17,031,807400,3
100298,17,031,807400,4
-666666666,17,031,807400,5
114018,17,031,807500,1
121154,17,031,807500,2
122462,17,031,807500,3
76683,17,031,807600,1
64414,17,031,807600,2
98427,17,031,807600,3
115531,17,031,807600,4
55625,17,031,807600,5
33764,17,031,807700,1
85305,17,031,807700,2
138090,17,031,807700,3
90436,17,031,807700,4
146250,17,031,807800,1
113583,17,031,807800,2
107411,17,031,807900,1
97993,17,031,807900,2
175096,17,031,807900,3
105645,17,031,808001,1
79263,17,031,808001,2
155208,17,031,808001,3
88571,17,031,808002,1
81139,17,031,808002,2
66250,17,031,808002,3
75278,17,031,808002,4
72581,17,031,808100,1
36736,17,031,808100,2
90590,17,031,808200,1
86397,17,031,808200,2
72375,17,031,808200,3
40733,17,031,808301,1
75338,17,031,808301,2
113299,17,031,808301,3
54276,17,031,808301,4
80057,17,031,808302,1
66523,17,031,808302,2
96389,17,031,808302,3
112875,17,031,808400,1
124550,17,031,808400,2
106310,17,031,808400,3
118083,17,031,808500,1
88188,17,031,808500,2
107917,17,031,808500,3
110972,17,031,808500,4
202708,17,031,808600,1
137708,17,031,808600,2
55729,17,031,808702,1
-666666666,17,031,808702,2
213750,17,031,808702,3
120714,17,031,808800,1
188594,17,031,808800,2
164853,17,031,808900,1
212969,17,031,808900,2
140333,17,031,808900,3
183194,17,031,809000,1
250001,17,031,809000,2
131442,17,031,809000,3
168958,17,031,809000,4
120595,17,031,809100,1
209250,17,031,809100,2
68250,17,031,809100,3
36445,17,031,809200,1
45940,17,031,809200,2
65962,17,031,809200,3
-666666666,17,031,809200,4
-666666666,17,031,809300,1
43750,17,031,809300,2
37538,17,031,809300,3
139000,17,031,809401,1
52321,17,031,809401,2
78750,17,031,809402,1
36005,17,031,809402,2
65556,17,031,809500,1
54625,17,031,809500,2
103125,17,031,809500,3
145577,17,031,809600,1
71071,17,031,809600,2
-666666666,17,031,809600,3
104773,17,031,809700,1
174519,17,031,809700,2
113409,17,031,809700,3
104375,17,031,809800,1
-666666666,17,031,809800,2
143715,17,031,809900,1
95833,17,031,809900,2
94844,17,031,810000,1
118750,17,031,810000,2
104250,17,031,810000,3
60074,17,031,810100,1
60089,17,031,810100,2
100278,17,031,810100,3
-666666666,17,031,810100,4
82500,17,031,810100,5
-666666666,17,031,810200,1
79906,17,031,810200,2
42301,17,031,810200,3
77431,17,031,810200,4
70806,17,031,810200,5
63750,17,031,810200,6
108409,17,031,810301,1
76771,17,031,810301,2
80941,17,031,810301,3
91875,17,031,810301,4
107917,17,031,810302,1
90667,17,031,810302,2
100625,17,031,810302,3
150875,17,031,810400,1
120694,17,031,810400,2
115063,17,031,810400,3
144375,17,031,810400,4
36554,17,031,810501,1
92321,17,031,810501,2
79500,17,031,810501,3
86833,17,031,810501,4
69545,17,031,810501,5
95072,17,031,810502,1
92770,17,031,810502,2
86389,17,031,810502,3
56583,17,031,810502,4
-666666666,17,031,810502,5
61786,17,031,810600,1
105139,17,031,810600,2
57885,17,031,810600,3
59183,17,031,810701,1
41953,17,031,810701,2
48269,17,031,810701,3
60843,17,031,810701,4
75463,17,031,810702,1
-666666666,17,031,810702,2
67569,17,031,810702,3
83036,17,031,810800,1
70139,17,031,810800,2
93929,17,031,810800,3
90811,17,031,810800,4
77500,17,031,810900,1
-666666666,17,031,810900,2
39915,17,031,810900,3
41240,17,031,810900,4
108167,17,031,810900,5
107574,17,031,811000,1
118906,17,031,811000,2
118125,17,031,811000,3
43984,17,031,811000,4
73875,17,031,811000,5
36319,17,031,811100,1
84519,17,031,811100,2
96250,17,031,811100,3
60305,17,031,811100,4
90964,17,031,811200,1
93750,17,031,811200,2
68750,17,031,811200,3
76932,17,031,811200,4
-666666666,17,031,811200,5
57750,17,031,811301,1
58081,17,031,811301,2
70417,17,031,811301,3
94280,17,031,811301,4
65298,17,031,811302,1
50938,17,031,811302,2
60724,17,031,811401,1
88879,17,031,811401,2
76908,17,031,811401,3
83558,17,031,811401,4
71563,17,031,811401,5
75125,17,031,811402,1
39412,17,031,811402,2
69375,17,031,811402,3
88257,17,031,811500,1
85865,17,031,811500,2
69750,17,031,811500,3
82724,17,031,811500,4
60203,17,031,811600,1
80649,17,031,811600,2
43269,17,031,811600,3
55223,17,031,811600,4
83750,17,031,811701,1
48939,17,031,811701,2
42276,17,031,811702,1
47500,17,031,811702,2
70179,17,031,811702,3
54936,17,031,811800,1
85455,17,031,811800,2
91196,17,031,811800,3
81806,17,031,811800,4
145524,17,031,811900,1
114712,17,031,811900,2
213375,17,031,811900,3
137552,17,031,811900,4
123388,17,031,812000,1
65417,17,031,812000,2
119286,17,031,812000,3
226964,17,031,812000,4
192692,17,031,812000,5
237731,17,031,812000,6
105065,17,031,812100,1
116250,17,031,812100,2
130069,17,031,812100,3
102232,17,031,812100,4
147083,17,031,812100,5
247875,17,031,812200,1
245469,17,031,812200,2
195700,17,031,812200,3
211771,17,031,812200,4
86429,17,031,812301,1
77204,17,031,812301,2
96484,17,031,812301,3
165563,17,031,812302,1
171094,17,031,812302,2
97066,17,031,812302,3
234489,17,031,812400,1
170313,17,031,812400,2
223750,17,031,812400,3
69679,17,031,812500,1
66944,17,031,812500,2
-666666666,17,031,812500,3
66971,17,031,812500,4
44350,17,031,812600,1
63906,17,031,812600,2
61852,17,031,812600,3
97000,17,031,812600,4
98608,17,031,812700,1
115781,17,031,812700,2
46359,17,031,812700,3
55893,17,031,812801,1
96071,17,031,812801,2
74725,17,031,812802,1
93150,17,031,812802,2
87396,17,031,812802,3
139625,17,031,812900,1
152361,17,031,812900,2
108750,17,031,812900,3
165909,17,031,812900,4
135625,17,031,813000,1
103036,17,031,813000,2
104868,17,031,813000,3
102431,17,031,813000,4
202188,17,031,813000,5
59383,17,031,813100,1
81818,17,031,813100,2
86076,17,031,813100,3
106875,17,031,813100,4
136659,17,031,813100,5
80568,17,031,813200,1
146250,17,031,813200,2
145536,17,031,813200,3
173594,17,031,813200,4
164423,17,031,813200,5
56635,17,031,813301,1
64327,17,031,813301,2
45833,17,031,813301,3
50037,17,031,813302,1
58281,17,031,813302,2
32375,17,031,813400,1
65000,17,031,813400,2
74985,17,031,813400,3
87847,17,031,813400,4
49792,17,031,813400,5
61250,17,031,813400,6
67813,17,031,813500,1
56734,17,031,813500,2
62974,17,031,813500,3
76439,17,031,813500,4
-666666666,17,031,813500,5
-666666666,17,031,813600,1
79125,17,031,813600,2
78151,17,031,813600,3
57957,17,031,813701,1
53083,17,031,813701,2
60893,17,031,813702,1
92455,17,031,813702,2
82549,17,031,813702,3
59706,17,031,813702,4
42926,17,031,813801,1
53947,17,031,813801,2
60179,17,031,813801,3
39521,17,031,813802,1
-666666666,17,031,813802,2
63790,17,031,813802,3
36202,17,031,813802,4
35833,17,031,813900,1
31442,17,031,813900,2
90385,17,031,813900,3
76023,17,031,813900,4
65368,17,031,813900,5
90592,17,031,814000,1
46154,17,031,814000,2
70431,17,031,814000,3
127813,17,031,814000,4
53000,17,031,814100,1
34125,17,031,814100,2
55852,17,031,814100,3
68317,17,031,814200,1
58938,17,031,814200,2
70063,17,031,814200,3
63889,17,031,814200,4
39766,17,031,814200,5
45885,17,031,814200,6
38889,17,031,814300,1
49036,17,031,814300,2
54946,17,031,814400,1
41875,17,031,814400,2
118466,17,031,814400,3
62760,17,031,814400,4
-666666666,17,031,814400,5
69004,17,031,814400,6
80144,17,031,814500,1
76488,17,031,814500,2
49783,17,031,814500,3
45963,17,031,814600,1
106204,17,031,814600,2
88800,17,031,814600,3
85625,17,031,814600,4
99625,17,031,814600,5
85400,17,031,814700,1
94649,17,031,814700,2
70208,17,031,814700,3
68214,17,031,814700,4
40000,17,031,814700,5
56150,17,031,814800,1
47857,17,031,814800,2
84018,17,031,814800,3
59384,17,031,814800,4
96211,17,031,814800,5
-666666666,17,031,814900,1
53316,17,031,814900,2
50758,17,031,814900,3
68514,17,031,814900,4
69663,17,031,815000,1
85871,17,031,815000,2
54851,17,031,815000,3
86838,17,031,815100,1
63958,17,031,815100,2
77500,17,031,815100,3
-666666666,17,031,815200,1
71453,17,031,815200,2
59907,17,031,815200,3
47857,17,031,815200,4
58512,17,031,815200,5
96719,17,031,815300,1
87574,17,031,815300,2
126181,17,031,815300,3
67904,17,031,815300,4
79922,17,031,815400,1
68981,17,031,815400,2
-666666666,17,031,815400,3
-666666666,17,031,815400,4
88365,17,031,815500,1
131034,17,031,815500,2
46739,17,031,815500,3
107659,17,031,815500,4
86250,17,031,815500,5
120221,17,031,815500,6
70313,17,031,815500,7
51922,17,031,815600,1
58015,17,031,815600,2
40260,17,031,815600,3
-666666666,17,031,815600,4
93807,17,031,815600,5
136304,17,031,815701,1
166651,17,031,815701,2
136105,17,031,815701,3
124500,17,031,815701,4
232146,17,031,815702,1
82768,17,031,815702,2
130987,17,031,815702,3
98333,17,031,815702,4
124844,17,031,815702,5
98920,17,031,815800,1
62577,17,031,815900,1
79787,17,031,815900,2
67170,17,031,815900,3
82440,17,031,816000,1
112566,17,031,816000,2
84500,17,031,816000,3
81447,17,031,816100,1
-666666666,17,031,816100,2
90400,17,031,816100,3
-666666666,17,031,816100,4
32632,17,031,816100,5
43942,17,031,816100,6
52121,17,031,816200,1
115451,17,031,816200,2
96324,17,031,816200,3
47244,17,031,816300,1
61847,17,031,816300,2
69965,17,031,816300,3
83854,17,031,816300,4
57330,17,031,816401,1
76648,17,031,816401,2
59688,17,031,816401,3
85625,17,031,816401,4
60448,17,031,816402,1
48681,17,031,816402,2
67436,17,031,816402,3
52009,17,031,816402,4
60476,17,031,816500,1
40592,17,031,816500,2
52845,17,031,816500,3
83403,17,031,816600,1
53958,17,031,816600,2
68341,17,031,816600,3
66714,17,031,816700,1
44647,17,031,816700,2
31719,17,031,816800,1
76454,17,031,816800,2
102609,17,031,816800,3
53611,17,031,816800,4
69338,17,031,816900,1
90787,17,031,816900,2
89750,17,031,816900,3
81037,17,031,816900,4
52262,17,031,817000,1
39840,17,031,817000,2
73929,17,031,817000,3
59728,17,031,817000,4
73194,17,031,817000,5
34349,17,031,817101,1
44271,17,031,817101,2
64107,17,031,817101,3
54512,17,031,817101,4
48704,17,031,817102,1
65486,17,031,817102,2
98255,17,031,817102,3
32898,17,031,817200,1
63690,17,031,817200,2
54300,17,031,817200,3
40676,17,031,817200,4
53950,17,031,817300,1
85833,17,031,817400,1
89727,17,031,817400,2
72411,17,031,817400,3
15962,17,031,817500,1
34063,17,031,817500,2
115581,17,031,817500,3
81012,17,031,817500,4
45179,17,031,817600,1
48958,17,031,817600,2
29907,17,031,817600,3
72222,17,031,817700,1
76821,17,031,817700,2
69013,17,031,817700,3
44129,17,031,817700,4
66097,17,031,817900,1
41333,17,031,817900,2
34116,17,031,817900,3
71080,17,031,817900,4
-666666666,17,031,817900,5
37955,17,031,818000,1
65786,17,031,818000,2
43566,17,031,818000,3
116250,17,031,818100,1
107692,17,031,818100,2
107222,17,031,818200,1
91424,17,031,818200,2
128750,17,031,818200,3
74831,17,031,818200,4
93500,17,031,818300,1
49048,17,031,818300,2
62868,17,031,818300,3
100342,17,031,818300,4
65804,17,031,818401,1
-666666666,17,031,818401,2
44271,17,031,818401,3
70511,17,031,818401,4
112292,17,031,818402,1
60117,17,031,818402,2
77266,17,031,818402,3
161957,17,031,818500,1
88375,17,031,818500,2
79412,17,031,818500,3
95500,17,031,818500,4
78733,17,031,818600,1
114531,17,031,818600,2
96813,17,031,818600,3
102330,17,031,818700,1
120268,17,031,818700,2
105625,17,031,818700,3
106360,17,031,818700,4
168631,17,031,818800,1
84188,17,031,818800,2
-666666666,17,031,818800,3
98750,17,031,818800,4
115391,17,031,818800,5
60556,17,031,818800,6
96563,17,031,818900,1
64833,17,031,818900,2
117143,17,031,818900,3
209539,17,031,819000,1
142569,17,031,819000,2
157159,17,031,819000,3
99875,17,031,819000,4
37371,17,031,819100,1
77169,17,031,819100,2
-666666666,17,031,819100,3
36250,17,031,819100,4
84088,17,031,819200,1
96536,17,031,819200,2
79423,17,031,819200,3
69036,17,031,819200,4
75694,17,031,819300,1
89375,17,031,819300,2
61333,17,031,819300,3
62939,17,031,819400,1
66094,17,031,819400,2
88110,17,031,819400,3
139276,17,031,819400,4
63291,17,031,819400,5
149167,17,031,819500,1
77125,17,031,819500,2
74081,17,031,819500,3
57104,17,031,819500,4
250001,17,031,819600,1
193636,17,031,819600,2
183807,17,031,819600,3
153833,17,031,819600,4
176607,17,031,819700,1
180500,17,031,819700,2
141120,17,031,819700,3
118571,17,031,819700,4
198036,17,031,819801,1
199306,17,031,819801,2
198462,17,031,819801,3
218036,17,031,819801,4
175375,17,031,819801,5
175313,17,031,819802,1
161510,17,031,819802,2
209038,17,031,819900,1
153393,17,031,819900,2
213929,17,031,819900,3
162938,17,031,820000,1
250001,17,031,820000,2
130400,17,031,820101,1
244076,17,031,820101,2
101435,17,031,820101,3
79543,17,031,820101,4
194231,17,031,820101,5
66358,17,031,820101,6
111250,17,031,820101,7
78641,17,031,820103,1
77500,17,031,820103,2
70950,17,031,820103,3
174688,17,031,820103,4
48182,17,031,820104,1
78224,17,031,820104,2
125694,17,031,820104,3
96406,17,031,820104,4
67933,17,031,820202,1
75257,17,031,820202,2
63864,17,031,820202,3
147721,17,031,820203,1
109527,17,031,820203,2
71403,17,031,820204,1
126023,17,031,820204,2
144154,17,031,820204,3
49205,17,031,820300,1
76607,17,031,820300,2
70469,17,031,820300,3
42122,17,031,820300,4
43750,17,031,820400,1
44965,17,031,820400,2
48301,17,031,820400,3
88542,17,031,820501,1
77887,17,031,820501,2
49769,17,031,820501,3
42904,17,031,820501,4
79575,17,031,820501,5
65986,17,031,820502,1
31928,17,031,820502,2
57679,17,031,820502,3
58257,17,031,820502,4
43704,17,031,820603,1
65272,17,031,820603,2
101200,17,031,820603,3
45488,17,031,820604,1
42963,17,031,820604,2
48831,17,031,820605,1
58273,17,031,820605,2
41250,17,031,820605,3
100917,17,031,820606,1
62260,17,031,820606,2
78381,17,031,820700,1
73059,17,031,820700,2
60115,17,031,820700,3
43688,17,031,820700,4
61667,17,031,820800,1
69583,17,031,820800,2
99000,17,031,820800,3
46964,17,031,820901,1
73047,17,031,820901,2
83148,17,031,820901,3
107115,17,031,820901,4
83571,17,031,820902,1
125491,17,031,820902,2
119412,17,031,820902,3
86089,17,031,820902,4
36477,17,031,821001,1
76726,17,031,821001,2
54451,17,031,821001,3
54464,17,031,821001,4
42238,17,031,821002,1
57083,17,031,821002,2
79457,17,031,821002,3
88750,17,031,821002,4
63068,17,031,821002,5
108098,17,031,821101,1
78780,17,031,821101,2
75625,17,031,821101,3
69474,17,031,821101,4
76012,17,031,821102,1
70893,17,031,821102,2
64929,17,031,821102,3
73966,17,031,821102,4
45500,17,031,821200,1
33236,17,031,821200,2
-666666666,17,031,821200,3
50625,17,031,821200,4
44722,17,031,821300,1
37459,17,031,821300,2
85227,17,031,821300,3
-666666666,17,031,821300,4
73846,17,031,821401,1
91932,17,031,821401,2
32308,17,031,821401,3
47396,17,031,821401,4
64348,17,031,821402,1
61315,17,031,821402,2
59083,17,031,821402,3
23000,17,031,821500,1
79583,17,031,821600,1
75042,17,031,821600,2
74455,17,031,821600,3
86786,17,031,821700,1
97500,17,031,821700,2
113182,17,031,821700,3
111875,17,031,821700,4
-666666666,17,031,821700,5
63177,17,031,821800,1
110625,17,031,821800,2
56348,17,031,821800,3
-666666666,17,031,821800,4
109375,17,031,821800,5
133346,17,031,821800,6
68846,17,031,821900,1
120556,17,031,821900,2
91202,17,031,821900,3
94355,17,031,821900,4
105438,17,031,821900,5
62589,17,031,822000,1
45156,17,031,822000,2
47115,17,031,822000,3
70357,17,031,822000,4
57537,17,031,822000,5
67727,17,031,822101,1
61806,17,031,822101,2
62727,17,031,822101,3
180435,17,031,822101,4
63221,17,031,822102,1
42583,17,031,822102,2
98373,17,031,822102,3
78665,17,031,822102,4
65486,17,031,822200,1
96190,17,031,822200,2
94808,17,031,822200,3
59016,17,031,822301,1
76477,17,031,822301,2
109375,17,031,822301,3
86625,17,031,822301,4
96058,17,031,822302,1
43229,17,031,822302,2
68313,17,031,822302,3
43426,17,031,822302,4
57113,17,031,822400,1
70078,17,031,822400,2
42199,17,031,822400,3
85625,17,031,822400,4
127596,17,031,822500,1
95169,17,031,822500,2
107685,17,031,822500,3
49583,17,031,822500,4
70042,17,031,822601,1
121384,17,031,822601,2
67893,17,031,822601,3
150500,17,031,822602,1
84836,17,031,822602,2
-666666666,17,031,822602,3
49924,17,031,822602,4
37225,17,031,822701,1
104327,17,031,822701,2
215362,17,031,822701,3
57607,17,031,822701,4
64464,17,031,822702,1
118889,17,031,822702,2
63151,17,031,822702,3
72941,17,031,822801,1
120192,17,031,822801,2
115083,17,031,822802,1
60920,17,031,822802,2
113068,17,031,822802,3
53750,17,031,822900,1
40478,17,031,823001,1
44007,17,031,823001,2
-666666666,17,031,823001,3
105739,17,031,823001,4
64458,17,031,823001,5
105764,17,031,823002,1
-666666666,17,031,823002,2
53068,17,031,823002,3
58125,17,031,823002,4
22011,17,031,823101,1
66667,17,031,823101,2
50580,17,031,823101,3
48432,17,031,823101,4
74688,17,031,823101,5
69559,17,031,823102,1
78993,17,031,823102,2
58333,17,031,823200,1
63646,17,031,823200,2
46671,17,031,823302,1
65288,17,031,823302,2
48889,17,031,823302,3
106971,17,031,823303,1
26786,17,031,823303,2
76250,17,031,823303,3
121336,17,031,823303,4
71413,17,031,823303,5
43125,17,031,823304,1
58750,17,031,823304,2
31896,17,031,823304,3
51631,17,031,823304,4
-666666666,17,031,823304,5
57701,17,031,823304,6
80435,17,031,823400,1
39522,17,031,823400,2
-666666666,17,031,823400,3
65134,17,031,823400,4
54271,17,031,823500,1
53056,17,031,823500,2
93690,17,031,823500,3
59052,17,031,823500,4
71328,17,031,823602,1
67949,17,031,823602,2
76583,17,031,823602,3
-666666666,17,031,823602,4
63365,17,031,823603,1
73092,17,031,823603,2
157545,17,031,823604,1
89091,17,031,823604,2
107917,17,031,823604,3
95694,17,031,823605,1
121307,17,031,823605,2
57917,17,031,823605,3
56050,17,031,823702,1
103824,17,031,823702,2
93214,17,031,823702,3
116573,17,031,823702,4
44709,17,031,823703,1
87975,17,031,823703,2
42305,17,031,823703,3
63889,17,031,823703,4
85458,17,031,823704,1
98854,17,031,823704,2
105326,17,031,823704,3
68974,17,031,823705,1
-666666666,17,031,823705,2
38516,17,031,823705,3
67167,17,031,823705,4
132593,17,031,823801,1
66020,17,031,823801,2
134063,17,031,823801,3
-666666666,17,031,823803,1
122656,17,031,823803,2
82953,17,031,823803,3
60592,17,031,823803,4
48984,17,031,823805,1
43167,17,031,823805,2
87670,17,031,823805,3
60125,17,031,823806,1
52394,17,031,823806,2
46250,17,031,823806,3
40085,17,031,823806,4
133147,17,031,823901,1
93466,17,031,823901,2
78000,17,031,823903,1
153676,17,031,823903,2
130789,17,031,823903,3
85478,17,031,823903,4
-666666666,17,031,823904,1
93056,17,031,823904,2
170204,17,031,823904,3
85500,17,031,823904,4
68750,17,031,824003,1
133467,17,031,824003,2
125192,17,031,824003,3
91821,17,031,824004,1
99637,17,031,824004,2
95221,17,031,824004,3
106065,17,031,824005,1
135664,17,031,824005,2
162798,17,031,824005,3
166314,17,031,824006,1
120417,17,031,824006,2
95096,17,031,824105,1
123447,17,031,824105,2
113986,17,031,824105,3
120324,17,031,824105,4
141923,17,031,824106,1
77885,17,031,824106,2
79750,17,031,824106,3
103382,17,031,824107,1
97070,17,031,824107,2
65089,17,031,824107,3
73684,17,031,824107,4
96716,17,031,824113,1
117446,17,031,824113,2
97143,17,031,824113,3
97656,17,031,824113,4
142059,17,031,824114,1
102167,17,031,824114,2
117250,17,031,824115,1
56981,17,031,824115,2
85671,17,031,824116,1
53311,17,031,824116,2
67549,17,031,824116,3
73508,17,031,824116,4
84625,17,031,824119,1
115781,17,031,824119,2
119018,17,031,824119,3
94205,17,031,824121,1
75521,17,031,824121,2
77969,17,031,824122,1
74058,17,031,824122,2
155268,17,031,824122,3
74750,17,031,824123,1
90611,17,031,824123,2
140625,17,031,824123,3
68203,17,031,824123,4
96875,17,031,824123,5
83375,17,031,824124,1
79803,17,031,824124,2
126364,17,031,824125,1
101176,17,031,824125,2
129435,17,031,824126,1
161368,17,031,824126,2
126250,17,031,824127,1
77727,17,031,824127,2
83309,17,031,824128,1
95580,17,031,824128,2
87368,17,031,824129,1
91938,17,031,824129,2
39135,17,031,824300,1
32344,17,031,824300,2
-666666666,17,031,824300,3
42891,17,031,824400,1
56932,17,031,824503,1
44375,17,031,824503,2
81458,17,031,824503,3
140694,17,031,824503,4
71190,17,031,824503,5
93917,17,031,824505,1
84922,17,031,824505,2
66146,17,031,824505,3
60554,17,031,824505,4
48750,17,031,824507,1
113194,17,031,824507,2
61397,17,031,824508,1
63512,17,031,824508,2
86000,17,031,824509,1
145053,17,031,824509,2
109681,17,031,824509,3
90735,17,031,824601,1
88657,17,031,824601,2
71154,17,031,824601,3
88125,17,031,824601,4
106300,17,031,824602,1
79852,17,031,824602,2
65938,17,031,824602,3
49980,17,031,824602,4
-666666666,17,031,824602,5
39950,17,031,824701,1
70469,17,031,824701,2
49672,17,031,824701,3
82738,17,031,824702,1
48983,17,031,824702,2
53571,17,031,824702,3
42700,17,031,824800,1
68750,17,031,824800,2
-666666666,17,031,824800,3
68750,17,031,824800,4
36779,17,031,824900,1
42468,17,031,824900,2
80956,17,031,825000,1
