H1_001N,H8_001N,state,county,tract,block group
541,1609,17,031,640300,4
316,947,17,031,640300,5
472,1201,17,031,640300,6
568,1522,17,031,640400,1
705,1868,17,031,640400,2
564,1086,17,031,430900,1
333,696,17,031,430900,2
700,1538,17,031,431200,1
617,1359,17,031,431200,2
323,509,17,031,431301,1
799,1560,17,031,431301,2
721,1512,17,031,431301,3
713,1330,17,031,431302,1
672,1203,17,031,431302,2
423,1086,17,031,812000,5
393,718,17,031,812000,2
591,1494,17,031,812000,3
237,720,17,031,812000,4
322,875,17,031,812000,6
373,962,17,031,812100,1
395,1031,17,031,812100,2
428,1083,17,031,812100,3
313,864,17,031,812100,4
274,823,17,031,812100,5
347,1005,17,031,812200,1
292,857,17,031,812200,2
435,1190,17,031,812200,3
340,877,17,031,812200,4
450,805,17,031,812301,1
2076,2644,17,031,812301,2
915,1504,17,031,812301,3
386,953,17,031,812302,1
428,1043,17,031,812302,2
316,679,17,031,812302,3
438,1346,17,031,812400,1
464,1018,17,031,812400,2
366,1088,17,031,812400,3
535,1018,17,031,812500,1
437,814,17,031,812500,2
476,955,17,031,812500,3
393,870,17,031,812500,4
451,807,17,031,812600,1
640,1201,17,031,812600,2
622,1078,17,031,812600,3
399,794,17,031,812600,4
529,1063,17,031,812700,1
473,927,17,031,812700,2
762,1187,17,031,812700,3
1609,2355,17,031,812801,1
764,1012,17,031,812801,2
409,650,17,031,812802,1
417,757,17,031,812802,2
680,1114,17,031,812802,3
332,942,17,031,812900,1
463,1082,17,031,812900,2
620,1381,17,031,210700,2
425,956,17,031,210602,2
832,1900,17,031,210602,3
371,939,17,031,210700,1
739,1565,17,031,210700,3
447,986,17,031,210800,1
985,2130,17,031,210900,1
484,1040,17,031,210900,2
625,1189,17,031,220300,1
455,966,17,031,220300,2
520,1097,17,031,220400,1
714,1482,17,031,220400,2
574,1147,17,031,220500,1
643,835,17,031,220500,2
402,769,17,031,220500,3
414,749,17,031,220601,1
385,886,17,031,220601,2
799,1147,17,031,220602,1
937,1776,17,031,220602,2
380,889,17,031,220602,3
542,1566,17,031,803100,2
672,1887,17,031,803200,1
1071,1928,17,031,803200,2
628,1495,17,031,803200,3
1013,2356,17,031,803300,1
588,1048,17,031,220602,4
358,813,17,031,220701,1
273,729,17,031,220701,2
604,1372,17,031,220701,3
522,1291,17,031,220702,1
379,738,17,031,220702,2
334,813,17,031,220702,3
365,805,17,031,220702,4
381,882,17,031,220901,1
403,1022,17,031,220901,2
373,999,17,031,220901,3
553,1404,17,031,220902,1
577,1555,17,031,220902,2
561,1196,17,031,221000,1
520,1236,17,031,221000,2
753,1394,17,031,221100,1
907,1778,17,031,221100,2
487,1075,17,031,221100,3
651,1352,17,031,221200,1
738,1544,17,031,803007,1
499,1443,17,031,802900,4
376,1052,17,031,803005,1
757,1562,17,031,803005,2
600,1437,17,031,803007,2
878,2172,17,031,803007,3
629,1744,17,031,803008,1
411,1105,17,031,803008,2
730,1911,17,031,803008,3
420,1041,17,031,803010,1
291,750,17,031,803010,2
403,1146,17,031,803010,3
1006,2414,17,031,803010,4
1071,2233,17,031,803012,1
1104,2379,17,031,803013,1
845,2028,17,031,803013,2
491,1083,17,031,803013,3
906,2326,17,031,803014,1
656,1351,17,031,803014,2
866,1793,17,031,803015,1
760,1516,17,031,803015,2
482,1322,17,031,803015,3
994,2467,17,031,803016,1
864,2042,17,031,803017,1
927,2244,17,031,803017,2
957,1937,17,031,803017,3
714,2036,17,031,803100,1
1136,1549,17,031,803300,2
986,1728,17,031,803300,3
360,1002,17,031,803400,1
337,911,17,031,803400,2
339,1004,17,031,803400,3
609,1523,17,031,803400,4
360,1003,17,031,803400,5
459,1144,17,031,803400,6
296,614,17,031,691500,3
387,788,17,031,691400,5
319,536,17,031,691500,1
326,656,17,031,691500,2
630,2124,17,031,700100,1
471,1184,17,031,700100,2
401,1402,17,031,700200,1
465,1563,17,031,700200,2
465,1797,17,031,700200,3
538,1787,17,031,700200,4
542,1733,17,031,700301,1
496,1639,17,031,700301,2
680,2389,17,031,700301,3
450,1409,17,031,700302,1
320,980,17,031,700302,2
412,1377,17,031,700302,3
629,1879,17,031,700302,4
683,1951,17,031,700401,1
467,1542,17,031,700401,2
463,1494,17,031,700401,3
267,816,17,031,700401,4
330,1105,17,031,700402,1
400,1317,17,031,700402,2
562,1643,17,031,700402,3
514,1301,17,031,700501,1
246,619,17,031,700501,2
569,1457,17,031,700501,3
639,1562,17,031,700501,4
304,790,17,031,700501,5
358,883,17,031,700501,6
493,1343,17,031,700502,1
593,1453,17,031,700502,2
612,1015,17,031,710100,1
340,756,17,031,710200,1
437,984,17,031,710200,2
405,882,17,031,710200,3
327,738,17,031,710200,4
726,1275,17,031,710200,5
664,1424,17,031,710300,1
266,569,17,031,710400,1
256,765,17,031,801605,5
321,928,17,031,801606,1
444,1309,17,031,801606,2
726,1618,17,031,801606,3
247,707,17,031,801606,4
1191,2154,17,031,801606,5
600,1698,17,031,801607,1
478,1070,17,031,801607,2
1106,2443,17,031,801607,3
1184,2244,17,031,801608,1
699,1273,17,031,801608,2
254,766,17,031,801608,3
1000,2650,17,031,801608,4
765,2273,17,031,801701,1
529,1573,17,031,801701,2
449,1411,17,031,801702,1
405,1165,17,031,801702,2
626,1470,17,031,801702,3
277,710,17,031,801702,4
640,1607,17,031,801800,1
516,1084,17,031,801800,2
622,1783,17,031,801800,3
702,1432,17,031,801800,4
1129,2151,17,031,801901,1
506,1163,17,031,271200,1
477,1118,17,031,261000,1
503,1171,17,031,261000,2
285,751,17,031,150300,5
544,1236,17,031,150300,2
350,842,17,031,150300,3
387,1021,17,031,150300,4
447,998,17,031,150300,6
590,1253,17,031,150300,7
504,1174,17,031,150401,1
507,1277,17,031,150401,2
541,1183,17,031,150401,3
399,1047,17,031,150401,4
318,837,17,031,150402,1
470,1243,17,031,150402,2
682,1751,17,031,150402,3
654,1554,17,031,150501,1
318,888,17,031,150501,2
497,1369,17,031,150501,3
608,1568,17,031,150502,1
473,1279,17,031,150502,2
565,1324,17,031,150502,3
498,1085,17,031,150600,1
334,938,17,031,150600,2
363,1022,17,031,150600,3
324,837,17,031,150600,4
451,1088,17,031,150700,1
394,1147,17,031,150700,2
336,935,17,031,150700,3
497,1259,17,031,150700,4
1910,2578,17,031,281900,3
498,1112,17,031,282700,1
664,1446,17,031,282700,2
825,1634,17,031,282800,1
567,1176,17,031,283100,1
879,1541,17,031,283100,2
808,1670,17,031,283200,1
296,614,17,031,283800,1
1421,2680,17,031,283800,2
385,956,17,031,290900,1
379,924,17,031,290900,2
462,966,17,031,290900,3
476,1129,17,031,290900,4
511,1202,17,031,291200,1
462,1075,17,031,291200,2
428,874,17,031,291600,1
361,898,17,031,292200,1
548,1260,17,031,292200,2
318,784,17,031,292200,3
417,920,17,031,292400,1
507,1121,17,031,292400,2
464,1244,17,031,292500,1
561,1169,17,031,292500,2
778,1644,17,031,292500,3
264,728,17,031,805107,5
694,1351,17,031,805107,2
475,1009,17,031,805107,3
917,2236,17,031,805107,4
980,2217,17,031,805108,1
914,2325,17,031,805108,2
433,940,17,031,805108,3
417,918,17,031,805108,4
479,1217,17,031,805109,1
715,1969,17,031,805109,2
530,1149,17,031,805109,3
1020,1952,17,031,805110,1
614,1049,17,031,805110,2
251,687,17,031,805110,3
713,1587,17,031,270500,1
448,1060,17,031,271300,1
718,1523,17,031,271400,1
600,1373,17,031,271500,1
386,976,17,031,271800,1
1293,1982,17,031,280100,1
2749,3836,17,031,280100,2
1042,1582,17,031,280100,3
556,1224,17,031,280400,1
533,1183,17,031,280800,1
460,1077,17,031,280900,1
1930,2765,17,031,281900,1
1154,1688,17,031,281900,2
371,820,17,031,150800,1
355,923,17,031,150800,2
443,1185,17,031,150800,3
379,1073,17,031,150800,4
341,901,17,031,150800,5
719,1912,17,031,151001,1
295,911,17,031,151001,2
497,1300,17,031,151002,1
459,1244,17,031,151002,2
552,1393,17,031,151002,3
260,651,17,031,151002,4
608,1538,17,031,151100,1
515,1357,17,031,151100,2
580,1162,17,031,460200,2
298,613,17,031,460100,3
369,756,17,031,460100,4
415,786,17,031,460200,1
468,1137,17,031,460301,1
466,912,17,031,460301,2
452,938,17,031,460301,3
335,671,17,031,460302,1
355,711,17,031,460302,2
315,719,17,031,460302,3
559,1181,17,031,460302,4
674,1163,17,031,460400,1
334,611,17,031,460400,2
335,725,17,031,460400,3
384,912,17,031,460400,4
417,730,17,031,460500,1
303,652,17,031,460500,2
465,962,17,031,460500,3
287,636,17,031,460500,4
357,696,17,031,460500,5
351,702,17,031,460500,6
567,1018,17,031,460500,7
338,632,17,031,460800,1
423,757,17,031,460800,2
447,1173,17,031,460800,3
462,1062,17,031,460800,4
969,1336,17,031,461000,1
519,1229,17,031,470100,1
673,1298,17,031,470100,2
457,956,17,031,480100,1
495,1045,17,031,480100,2
370,558,17,031,480200,1
279,545,17,031,480200,2
639,1347,17,031,480300,1
783,987,17,031,081202,3
1087,1273,17,031,081201,3
435,627,17,031,081202,1
674,923,17,031,081202,2
514,820,17,031,081202,4
893,1028,17,031,081300,1
546,408,17,031,081300,2
795,1117,17,031,081300,3
1642,1745,17,031,081300,4
464,564,17,031,081300,5
546,678,17,031,081300,6
889,1086,17,031,081401,1
1011,1381,17,031,081401,2
2731,3562,17,031,081402,1
1240,1800,17,031,081402,2
1338,1690,17,031,081402,3
3930,5316,17,031,081403,1
1304,1745,17,031,081403,2
2132,2782,17,031,081403,3
1285,1634,17,031,081500,1
1337,1945,17,031,081500,2
1785,2338,17,031,081500,3
2322,3096,17,031,081600,1
882,1072,17,031,081600,2
1257,1798,17,031,081700,1
2969,3732,17,031,081700,2
2848,4007,17,031,081800,1
2644,3301,17,031,081800,2
976,1580,17,031,081800,3
1628,2485,17,031,081800,4
863,1325,17,031,081900,1
429,990,17,031,090100,1
385,996,17,031,090100,2
289,728,17,031,090100,3
343,871,17,031,090100,4
334,938,17,031,090200,1
508,1331,17,031,090200,2
871,1573,17,031,090200,3
935,1883,17,031,090200,4
318,900,17,031,090200,5
282,683,17,031,805110,4
275,755,17,031,805111,1
279,898,17,031,805111,2
1135,2511,17,031,805111,3
468,1245,17,031,805111,4
336,988,17,031,805111,5
786,1389,17,031,805111,6
897,1661,17,031,805112,1
621,1796,17,031,805112,2
359,938,17,031,805201,1
315,837,17,031,805201,2
497,1410,17,031,805201,3
313,930,17,031,805202,1
259,684,17,031,805202,2
432,1133,17,031,805202,3
565,1186,17,031,805202,4
357,974,17,031,805301,1
517,1598,17,031,805301,2
372,1016,17,031,805301,3
335,1058,17,031,805302,1
517,1380,17,031,805302,2
511,1435,17,031,805302,3
570,1360,17,031,805401,1
589,1549,17,031,805401,2
451,1147,17,031,805401,3
414,979,17,031,805402,1
364,839,17,031,480400,1
311,782,17,031,480400,2
683,1583,17,031,760803,1
1393,2620,17,031,760801,1
880,1783,17,031,760801,2
1180,2374,17,031,760802,1
787,1792,17,031,760803,2
923,1677,17,031,760803,3
568,1331,17,031,760803,4
1117,2500,17,031,770201,1
1115,2101,17,031,770201,2
717,1293,17,031,770201,3
680,1650,17,031,770202,1
1226,2068,17,031,770202,2
500,1339,17,031,770202,3
359,913,17,031,770300,1
637,1582,17,031,770300,2
553,1416,17,031,770300,3
952,1854,17,031,770300,4
567,1469,17,031,770300,5
527,1376,17,031,770400,1
641,1672,17,031,770400,2
657,1317,17,031,770400,3
1041,3685,17,031,770500,1
275,947,17,031,770500,2
375,1015,17,031,770601,1
365,999,17,031,770601,2
373,1026,17,031,770601,3
713,1828,17,031,770602,1
520,1440,17,031,770602,2
482,1380,17,031,770602,3
398,762,17,031,770700,1
899,1775,17,031,770700,2
1059,2648,17,031,770800,1
1127,3013,17,031,770800,2
493,1218,17,031,770901,1
406,1144,17,031,770901,2
350,904,17,031,770901,3
873,1979,17,031,770901,4
753,1863,17,031,770902,1
907,1869,17,031,770902,2
357,965,17,031,800100,1
548,1314,17,031,090300,1
780,2244,17,031,825302,3
450,1326,17,031,825200,2
789,1759,17,031,825302,1
897,1931,17,031,825302,2
781,1423,17,031,825303,1
373,1022,17,031,825303,2
268,602,17,031,825303,3
350,738,17,031,825303,4
916,1848,17,031,825304,1
730,1996,17,031,825304,2
612,1592,17,031,825400,1
1061,2316,17,031,825400,2
828,1360,17,031,825400,3
414,828,17,031,825501,1
974,2342,17,031,825501,2
730,2276,17,031,825501,3
412,780,17,031,825503,1
413,1203,17,031,825503,2
483,1203,17,031,825503,3
616,1521,17,031,825503,4
637,1815,17,031,825503,5
616,1858,17,031,825504,1
708,1733,17,031,825504,2
500,1339,17,031,825505,1
352,1044,17,031,825505,2
409,1187,17,031,825505,3
659,1639,17,031,825505,4
494,1350,17,031,825600,1
644,1788,17,031,825600,2
485,1346,17,031,825600,3
256,649,17,031,825600,4
323,794,17,031,825700,1
763,1771,17,031,825700,2
503,1236,17,031,825700,3
417,692,17,031,825801,1
691,1705,17,031,825801,2
648,1172,17,031,825801,3
880,1942,17,031,825802,1
813,1872,17,031,825802,2
723,2043,17,031,825802,3
351,916,17,031,818800,1
307,766,17,031,818700,2
490,1271,17,031,818700,3
437,860,17,031,818700,4
315,783,17,031,818800,2
301,747,17,031,818800,3
319,810,17,031,818800,4
508,1295,17,031,818800,5
450,1125,17,031,818800,6
532,1275,17,031,818900,1
833,1553,17,031,818900,2
469,1215,17,031,818900,3
310,942,17,031,819000,1
472,1426,17,031,819000,2
430,1306,17,031,819000,3
426,828,17,031,819000,4
464,1045,17,031,819100,1
445,1232,17,031,819100,2
578,1272,17,031,819100,3
538,1051,17,031,819100,4
439,970,17,031,819200,1
586,1728,17,031,819200,2
401,1250,17,031,821002,1
358,1026,17,031,821002,2
346,1095,17,031,821002,3
313,888,17,031,821002,4
473,1442,17,031,821002,5
432,1343,17,031,821101,1
267,826,17,031,821101,2
370,1169,17,031,821101,3
459,1441,17,031,821101,4
337,1103,17,031,821102,1
399,1155,17,031,821102,2
314,991,17,031,821102,3
334,969,17,031,821102,4
438,955,17,031,821200,1
608,1499,17,031,821200,2
916,2082,17,031,821200,3
500,1099,17,031,821200,4
341,836,17,031,821300,1
1079,2613,17,031,821300,2
325,654,17,031,821300,3
600,1363,17,031,821300,4
255,574,17,031,821401,1
242,667,17,031,821401,2
289,616,17,031,821401,3
488,1013,17,031,821401,4
500,1062,17,031,821402,1
706,1901,17,031,819200,3
608,1546,17,031,819200,4
268,631,17,031,819300,1
567,1396,17,031,819300,2
277,737,17,031,819300,3
512,1202,17,031,819400,1
719,1679,17,031,819400,2
287,790,17,031,819400,3
362,1015,17,031,819400,4
367,983,17,031,819400,5
714,1035,17,031,819500,1
501,782,17,031,819500,2
462,858,17,031,819500,3
351,883,17,031,819500,4
269,818,17,031,819600,1
357,1120,17,031,819600,2
452,1220,17,031,819600,3
322,910,17,031,819600,4
370,1064,17,031,819700,1
475,1413,17,031,821001,1
459,1520,17,031,820902,2
369,1180,17,031,820902,3
464,1455,17,031,820902,4
359,1145,17,031,821001,2
435,1179,17,031,821001,3
509,1468,17,031,821001,4
671,1507,17,031,140200,2
592,1472,17,031,140100,1
696,1992,17,031,140100,2
552,1300,17,031,140200,1
720,2013,17,031,140200,3
381,1196,17,031,140301,1
536,1497,17,031,140301,2
348,878,17,031,140302,1
570,1528,17,031,140302,2
536,1349,17,031,140302,3
466,1375,17,031,140400,1
365,1042,17,031,140400,2
363,1094,17,031,140400,3
507,1219,17,031,140400,4
628,1773,17,031,140400,5
404,1107,17,031,140500,1
451,1030,17,031,140500,2
493,1314,17,031,140500,3
910,2545,17,031,140601,1
322,925,17,031,140602,1
704,1836,17,031,140602,2
495,1403,17,031,140602,3
350,877,17,031,140602,4
607,1390,17,031,140701,1
534,1394,17,031,140701,2
558,1350,17,031,821402,2
304,788,17,031,821402,3
767,1421,17,031,821500,1
262,722,17,031,821600,1
513,1264,17,031,821600,2
979,2538,17,031,821600,3
686,2131,17,031,831200,2
865,1834,17,031,831100,3
1000,2312,17,031,831100,4
313,724,17,031,831200,1
674,1952,17,031,831200,3
423,1251,17,031,831300,1
250,591,17,031,831400,1
937,2017,17,031,831400,2
919,2598,17,031,831500,1
613,1814,17,031,831500,2
396,1398,17,031,831600,1
438,1334,17,031,831600,2
390,1187,17,031,831600,3
1020,1840,17,031,831600,4
378,1257,17,031,831600,5
301,729,17,031,831600,6
929,2237,17,031,831700,1
372,900,17,031,831800,1
363,758,17,031,831800,2
488,1295,17,031,831800,3
452,1087,17,031,831800,4
760,1809,17,031,831800,5
777,1546,17,031,831900,1
839,1494,17,031,831900,2
1176,2043,17,031,832000,1
1043,1544,17,031,832100,1
525,1004,17,031,832100,2
508,862,17,031,832100,3
437,874,17,031,832200,1
917,1709,17,031,832200,2
366,700,17,031,832200,3
1011,2030,17,031,832300,1
958,1905,17,031,832400,1
832,1696,17,031,832400,2
662,1302,17,031,832500,1
943,1972,17,031,832500,2
417,866,17,031,832600,1
550,1170,17,031,832600,2
1066,2111,17,031,832600,3
619,1171,17,031,832900,1
366,817,17,031,832900,2
333,702,17,031,839900,4
301,627,17,031,839900,1
702,1644,17,031,839900,2
389,848,17,031,839900,3
551,1530,17,031,140702,1
560,1406,17,031,140702,2
563,1392,17,031,140702,3
456,1198,17,031,140702,4
517,1023,17,031,140800,1
378,833,17,031,140800,2
513,1119,17,031,140800,3
640,1462,17,031,140800,4
875,2049,17,031,140800,5
517,1172,17,031,150200,1
638,1527,17,031,150200,2
727,1333,17,031,150200,3
825,2042,17,031,150200,4
649,1346,17,031,150200,5
531,1019,17,031,150300,1
527,1511,17,031,580100,2
298,1061,17,031,570500,1
487,1578,17,031,570500,2
533,1717,17,031,580100,1
392,1306,17,031,580200,1
685,2160,17,031,580200,2
816,2577,17,031,580300,1
431,1125,17,031,580400,1
384,1133,17,031,580400,2
400,1223,17,031,580400,3
371,1065,17,031,580400,4
417,1293,17,031,580501,1
277,840,17,031,580501,2
606,1680,17,031,580501,3
458,1353,17,031,580501,4
350,1048,17,031,580502,1
491,1679,17,031,580502,2
862,2618,17,031,580502,3
302,899,17,031,580600,1
439,1200,17,031,580600,2
553,1694,17,031,580600,3
527,1601,17,031,580600,4
400,1156,17,031,580700,1
947,2716,17,031,580700,2
558,1749,17,031,580700,3
639,2058,17,031,580800,1
793,1836,17,031,590500,1
401,1098,17,031,590600,1
480,1212,17,031,590600,2
439,1167,17,031,590600,3
630,1693,17,031,590700,1
492,1331,17,031,590700,2
652,1549,17,031,600400,1
405,1032,17,031,600400,2
717,1716,17,031,600400,3
777,1878,17,031,600600,1
431,1107,17,031,600600,2
500,1258,17,031,600700,1
754,1755,17,031,841200,3
448,990,17,031,841300,1
731,1691,17,031,841300,2
420,788,17,031,841300,3
312,689,17,031,841300,4
595,1447,17,031,841500,1
628,1448,17,031,841500,2
911,1509,17,031,841700,1
320,689,17,031,841800,1
814,1715,17,031,841800,2
791,1231,17,031,841900,1
290,610,17,031,839900,5
754,1830,17,031,840000,1
436,1171,17,031,840000,2
437,1059,17,031,840100,1
752,1970,17,031,840100,2
925,2485,17,031,840200,1
379,1089,17,031,840300,1
374,1103,17,031,840300,2
731,2004,17,031,840300,3
585,1438,17,031,840400,1
688,1919,17,031,840400,2
335,889,17,031,840700,1
400,1276,17,031,840700,2
708,1722,17,031,840700,3
681,2147,17,031,840800,1
393,1185,17,031,840800,2
661,1136,17,031,841000,1
693,1644,17,031,841100,1
879,2268,17,031,841100,2
730,1942,17,031,841100,3
729,1435,17,031,841100,4
579,1287,17,031,841200,1
742,1821,17,031,841200,2
650,1328,17,031,600700,2
308,664,17,031,600900,1
621,1139,17,031,600900,2
1207,1830,17,031,431400,3
930,1818,17,031,431302,3
1029,1543,17,031,431400,1
972,1563,17,031,431400,2
962,1297,17,031,431400,4
759,1359,17,031,440101,1
562,886,17,031,440101,2
268,414,17,031,440101,3
849,1510,17,031,440101,4
774,1207,17,031,440102,1
358,626,17,031,440102,2
485,864,17,031,440102,3
514,936,17,031,440102,4
782,1310,17,031,440201,1
848,1470,17,031,440201,2
392,720,17,031,440201,3
937,1554,17,031,440201,4
615,1178,17,031,440202,1
1198,1687,17,031,440202,2
270,660,17,031,440202,3
316,691,17,031,440300,1
725,1335,17,031,440300,2
296,638,17,031,440300,3
555,998,17,031,440300,4
528,1015,17,031,440300,5
376,849,17,031,440600,1
486,1147,17,031,440600,2
336,725,17,031,440700,1
337,772,17,031,440700,2
435,794,17,031,440800,1
448,826,17,031,440800,2
473,919,17,031,440900,1
362,702,17,031,440900,2
385,841,17,031,440900,3
539,1163,17,031,450300,1
300,648,17,031,450300,2
434,849,17,031,450300,3
321,592,17,031,450300,4
610,860,17,031,460100,1
310,611,17,031,460100,2
287,851,17,031,830008,2
888,2117,17,031,830007,2
591,1236,17,031,830007,3
819,2215,17,031,830008,1
520,1276,17,031,830008,3
805,2162,17,031,830100,1
401,1135,17,031,830100,2
973,1640,17,031,830201,1
1093,2157,17,031,830201,2
441,1308,17,031,830201,3
677,1698,17,031,830202,1
493,1357,17,031,830202,2
789,1349,17,031,830300,1
626,1354,17,031,830300,2
754,1621,17,031,830300,3
575,1045,17,031,830300,4
285,624,17,031,830400,1
390,839,17,031,830400,2
958,2038,17,031,830400,3
285,590,17,031,830400,4
445,1541,17,031,830500,1
537,1804,17,031,830500,2
318,1065,17,031,830500,3
464,1076,17,031,830600,1
901,1746,17,031,830600,2
584,1275,17,031,830600,3
345,822,17,031,830600,4
562,820,17,031,830700,1
431,707,17,031,830700,2
556,1094,17,031,830700,3
665,1180,17,031,830700,4
582,993,17,031,830800,1
318,535,17,031,830800,2
599,877,17,031,830800,3
671,1276,17,031,830900,1
506,1161,17,031,830900,2
282,631,17,031,830900,3
615,1122,17,031,831000,1
696,1511,17,031,831000,2
477,1162,17,031,831100,1
649,1363,17,031,831100,2
309,566,17,031,010100,1
1209,2312,17,031,010100,2
1193,1782,17,031,010100,3
824,1826,17,031,010201,1
563,1129,17,031,010201,2
940,2084,17,031,010201,3
735,1796,17,031,010201,4
581,1033,17,031,010202,1
698,1455,17,031,010202,2
286,756,17,031,110300,3
562,1219,17,031,110200,2
286,714,17,031,110300,1
420,1079,17,031,110300,2
533,1417,17,031,110300,4
533,1382,17,031,110300,5
735,1717,17,031,110400,1
657,1425,17,031,110400,2
647,1374,17,031,110400,3
347,827,17,031,110501,1
671,1751,17,031,110501,2
253,644,17,031,110501,3
621,1558,17,031,110501,4
863,1445,17,031,110502,1
721,1775,17,031,110502,2
558,1610,17,031,120100,1
335,969,17,031,120100,2
303,798,17,031,120100,3
408,1013,17,031,120100,4
669,1768,17,031,120200,1
351,958,17,031,120200,2
314,862,17,031,120200,3
477,1160,17,031,120200,4
379,1131,17,031,120300,1
534,1379,17,031,120300,2
535,1514,17,031,120300,3
354,935,17,031,120300,4
334,953,17,031,120300,5
374,979,17,031,120300,6
354,925,17,031,120400,1
428,1122,17,031,120400,2
564,1479,17,031,120400,3
393,1261,17,031,130100,1
1033,1664,17,031,130100,2
650,2102,17,031,130100,3
647,1403,17,031,130200,1
269,692,17,031,130300,1
319,889,17,031,130300,2
667,1768,17,031,130300,3
685,1734,17,031,130300,4
1067,1803,17,031,809500,1
1299,1504,17,031,809401,2
1245,1845,17,031,809402,1
920,1277,17,031,809402,2
1067,1495,17,031,809500,2
450,875,17,031,809500,3
297,824,17,031,809600,1
525,1182,17,031,809600,2
414,1300,17,031,809600,3
502,1212,17,031,809700,1
621,1679,17,031,809700,2
263,823,17,031,809700,3
497,926,17,031,809800,1
663,1421,17,031,809800,2
567,1307,17,031,809900,1
888,1688,17,031,809900,2
1247,1918,17,031,810000,1
1152,2249,17,031,810000,2
818,1458,17,031,810000,3
403,677,17,031,810100,1
512,1054,17,031,810100,2
407,895,17,031,810100,3
338,806,17,031,810100,4
545,1016,17,031,810100,5
455,1005,17,031,810200,1
617,1122,17,031,810200,2
465,1114,17,031,810200,3
707,1423,17,031,810200,4
339,670,17,031,810200,5
390,875,17,031,810200,6
296,780,17,031,810301,1
328,877,17,031,810301,2
437,1194,17,031,810301,3
494,1146,17,031,810301,4
577,1402,17,031,810302,1
445,1084,17,031,810302,2
291,777,17,031,810302,3
317,839,17,031,810400,1
433,1227,17,031,810400,2
928,2285,17,031,810400,3
376,1052,17,031,810400,4
370,1018,17,031,040300,1
1195,2786,17,031,040202,2
628,1382,17,031,040202,3
1060,2105,17,031,040202,4
477,1105,17,031,040300,2
332,713,17,031,040300,3
411,810,17,031,040401,1
319,725,17,031,040401,2
272,603,17,031,040401,3
491,991,17,031,040401,4
392,724,17,031,040402,1
370,612,17,031,040402,2
744,1284,17,031,040402,3
312,619,17,031,040402,4
936,1507,17,031,040402,5
313,613,17,031,040600,1
622,1019,17,031,040600,2
451,898,17,031,040600,3
478,836,17,031,040700,1
497,846,17,031,040700,2
403,964,17,031,040700,3
372,780,17,031,040700,4
446,837,17,031,040800,1
405,784,17,031,040800,2
741,1334,17,031,040900,1
419,712,17,031,040900,2
459,842,17,031,050100,1
827,1726,17,031,050100,2
480,1131,17,031,050200,1
1050,2275,17,031,050200,2
873,1903,17,031,050200,3
438,1014,17,031,050300,1
356,831,17,031,050300,2
379,826,17,031,050300,3
460,1041,17,031,050500,1
652,1500,17,031,050500,2
337,816,17,031,050500,3
400,983,17,031,050500,4
356,775,17,031,050500,5
660,1285,17,031,050600,1
552,1158,17,031,050600,2
1099,2529,17,031,803614,2
641,1984,17,031,803613,1
509,1450,17,031,803613,2
712,1893,17,031,803614,1
728,1856,17,031,803615,1
543,896,17,031,803615,2
997,1906,17,031,803616,1
427,905,17,031,803616,2
900,1824,17,031,803616,3
703,1150,17,031,803701,1
829,1557,17,031,803701,2
445,841,17,031,803702,1
712,2170,17,031,803702,2
763,1707,17,031,803702,3
902,1598,17,031,803702,4
474,1110,17,031,803800,1
297,755,17,031,803800,2
726,1688,17,031,803800,3
385,953,17,031,803800,4
1306,1888,17,031,803901,1
910,2025,17,031,803901,2
425,1026,17,031,803902,1
439,1077,17,031,803902,2
487,1257,17,031,803902,3
820,2056,17,031,804000,1
1175,2706,17,031,804000,2
777,2343,17,031,804102,1
868,2139,17,031,804102,2
972,2602,17,031,804102,3
590,1702,17,031,804104,1
737,1977,17,031,804104,2
432,1270,17,031,804104,3
540,1556,17,031,804105,1
513,1510,17,031,804105,2
388,1102,17,031,804105,3
719,1964,17,031,804106,1
748,1789,17,031,804106,2
565,1590,17,031,804106,3
733,1905,17,031,804106,4
1321,2472,17,031,804108,1
1007,2445,17,031,824004,1
999,2484,17,031,824003,1
749,2228,17,031,824003,2
594,1425,17,031,824003,3
779,1726,17,031,824004,2
479,897,17,031,824004,3
788,2006,17,031,824005,1
712,1892,17,031,824005,2
668,2035,17,031,824005,3
884,2740,17,031,824006,1
921,2356,17,031,824006,2
1178,2797,17,031,824105,1
502,1420,17,031,824105,2
353,1081,17,031,824105,3
789,1999,17,031,824105,4
712,2158,17,031,824106,1
1056,2364,17,031,824106,2
978,2499,17,031,824106,3
289,818,17,031,824107,1
452,1223,17,031,824107,2
1001,2218,17,031,824107,3
1065,2470,17,031,824107,4
408,1180,17,031,824113,1
586,1674,17,031,824113,2
889,2313,17,031,824113,3
389,1153,17,031,824113,4
1322,3274,17,031,824114,1
731,2015,17,031,824114,2
643,1646,17,031,824115,1
880,2031,17,031,824115,2
789,1837,17,031,824116,1
269,721,17,031,824116,2
649,1469,17,031,824116,3
660,1217,17,031,824116,4
404,1127,17,031,820300,2
399,761,17,031,820204,2
865,1798,17,031,820204,3
649,1786,17,031,820300,1
312,1012,17,031,820300,3
516,1634,17,031,820300,4
436,1129,17,031,820400,1
679,2227,17,031,820400,2
787,2198,17,031,820400,3
256,723,17,031,820501,1
382,1047,17,031,820501,2
383,937,17,031,820501,3
