H1_001N,H8_001N,state,county,tract,block group
497,1313,17,031,820501,4
637,1873,17,031,820501,5
480,1336,17,031,820502,1
445,1106,17,031,820502,2
705,1689,17,031,820502,3
287,807,17,031,820502,4
575,1583,17,031,820603,1
805,2141,17,031,820603,2
696,1806,17,031,820603,3
1097,2665,17,031,820604,1
397,1011,17,031,820604,2
751,1607,17,031,820605,1
619,1402,17,031,820605,2
711,1514,17,031,820605,3
785,1603,17,031,820606,1
913,2263,17,031,820606,2
703,1910,17,031,820700,1
454,1327,17,031,820700,2
584,1561,17,031,820700,3
782,2268,17,031,820700,4
445,1443,17,031,820800,1
458,1493,17,031,820800,2
276,734,17,031,820800,3
964,2388,17,031,820901,1
437,1201,17,031,820901,2
285,902,17,031,820901,3
368,1085,17,031,820901,4
323,896,17,031,820902,1
772,1413,17,031,010300,4
595,994,17,031,010300,1
977,1682,17,031,010300,2
945,1396,17,031,010300,3
947,1396,17,031,010400,1
488,784,17,031,010400,2
916,1381,17,031,010400,3
612,916,17,031,010501,1
1109,1821,17,031,010501,2
978,1469,17,031,010501,3
799,1334,17,031,010502,1
1147,1708,17,031,010502,2
1133,1835,17,031,010503,1
473,730,17,031,010503,2
1071,1976,17,031,010600,1
320,713,17,031,010600,2
1054,1897,17,031,010600,3
906,1473,17,031,010600,4
697,1519,17,031,010701,1
972,2154,17,031,010701,2
730,1699,17,031,010702,1
460,930,17,031,010702,2
698,1335,17,031,010702,3
386,785,17,031,010702,4
1007,2511,17,031,020100,1
659,1614,17,031,020100,2
521,1903,17,031,020200,1
459,1251,17,031,020200,2
514,1773,17,031,020200,3
674,2056,17,031,020200,4
1017,1762,17,031,020301,1
641,1499,17,031,020301,2
565,1986,17,031,020301,3
469,1318,17,031,020302,1
414,1184,17,031,020302,2
1044,2177,17,031,020302,3
354,807,17,031,020400,1
635,1472,17,031,020400,2
879,2116,17,031,020400,3
993,2553,17,031,020500,1
389,1066,17,031,200200,1
579,1645,17,031,200200,2
384,1147,17,031,200200,3
438,1284,17,031,200200,4
293,860,17,031,200300,1
394,1155,17,031,200300,2
383,1200,17,031,200401,1
740,2543,17,031,200401,2
559,1598,17,031,200402,1
480,1433,17,031,200402,2
369,1161,17,031,200402,3
671,1461,17,031,210100,1
590,1494,17,031,210100,2
497,1097,17,031,210100,3
744,1732,17,031,210400,1
469,1112,17,031,210400,2
490,1162,17,031,210501,1
1139,2393,17,031,210501,2
753,1805,17,031,210502,1
532,1209,17,031,210502,2
402,1067,17,031,210502,3
267,660,17,031,210601,1
350,712,17,031,210601,2
554,1345,17,031,210601,3
585,1292,17,031,210602,1
272,529,17,031,221300,3
747,1596,17,031,221200,2
766,1458,17,031,221300,1
612,1075,17,031,221300,2
551,1200,17,031,221400,1
583,1021,17,031,221400,2
553,1164,17,031,221400,3
720,1221,17,031,221500,1
873,1688,17,031,221500,2
805,1639,17,031,221600,1
769,1520,17,031,221600,2
443,1260,17,031,020500,2
634,2182,17,031,191100,5
345,1001,17,031,191100,2
365,1094,17,031,191100,3
451,1468,17,031,191100,4
290,992,17,031,191100,6
794,2665,17,031,191200,1
343,1133,17,031,191200,2
638,2166,17,031,191301,1
500,1488,17,031,191301,2
454,1559,17,031,191301,3
765,2507,17,031,191302,1
730,2433,17,031,191302,2
288,837,17,031,200100,1
438,1433,17,031,200100,2
720,1848,17,031,200100,3
464,1020,17,031,222200,1
589,1125,17,031,222200,2
633,1415,17,031,222500,1
815,1599,17,031,222600,1
409,909,17,031,222700,1
559,1151,17,031,222700,2
447,960,17,031,222800,1
444,1089,17,031,222900,1
718,1504,17,031,230100,1
731,1793,17,031,230200,1
341,956,17,031,230300,1
376,1069,17,031,230400,1
425,1166,17,031,230400,2
810,2265,17,031,230500,1
454,1154,17,031,230500,2
255,701,17,031,230600,1
501,1337,17,031,230600,2
348,1011,17,031,230600,3
379,924,17,031,230600,4
546,1565,17,031,230600,5
489,1272,17,031,230600,6
478,1403,17,031,230700,1
416,1165,17,031,230700,2
577,1643,17,031,230700,3
757,2006,17,031,230700,4
447,1210,17,031,230800,1
802,1683,17,031,230900,1
816,1966,17,031,230900,2
495,1276,17,031,230900,3
435,1201,17,031,231100,1
825,1696,17,031,062200,1
780,1548,17,031,062200,2
0,0,17,031,061902,4
904,1233,17,031,061902,1
1307,1836,17,031,061902,2
1161,1596,17,031,061902,3
1182,1923,17,031,062000,1
565,912,17,031,062000,2
438,873,17,031,062100,1
707,1164,17,031,062100,2
1081,1780,17,031,062100,3
750,1667,17,031,062300,1
737,1586,17,031,062400,1
931,1675,17,031,062500,1
1016,2477,17,031,062600,1
412,909,17,031,062700,1
398,876,17,031,062700,2
564,1170,17,031,062700,3
517,1178,17,031,062800,1
527,1218,17,031,062800,2
708,1455,17,031,062800,3
702,1313,17,031,062900,1
655,1261,17,031,062900,2
793,1551,17,031,062900,3
851,1334,17,031,063000,1
819,1349,17,031,063000,2
431,728,17,031,063000,3
795,1320,17,031,063100,1
683,1056,17,031,063100,2
796,1161,17,031,063200,1
452,639,17,031,063200,2
781,1125,17,031,063200,3
1149,1515,17,031,063200,4
644,853,17,031,063200,5
1130,1522,17,031,063200,6
765,1048,17,031,063301,1
627,865,17,031,063301,2
666,920,17,031,063301,3
1122,1656,17,031,063302,1
699,927,17,031,063302,2
648,822,17,031,063302,3
479,1283,17,031,817600,3
347,1024,17,031,817500,4
421,1211,17,031,817600,1
474,1258,17,031,817600,2
349,991,17,031,817700,1
425,1268,17,031,817700,2
569,1649,17,031,817700,3
311,895,17,031,817700,4
677,1338,17,031,817900,1
514,1121,17,031,817900,2
452,926,17,031,817900,3
385,945,17,031,817900,4
439,1166,17,031,817900,5
747,1903,17,031,818000,1
452,1043,17,031,818000,2
553,1468,17,031,818000,3
418,1120,17,031,818100,1
496,1193,17,031,818100,2
394,1107,17,031,818200,1
347,853,17,031,818200,2
369,967,17,031,818200,3
824,1818,17,031,818200,4
489,1329,17,031,818300,1
533,1549,17,031,818300,2
676,1856,17,031,818300,3
395,1022,17,031,818300,4
326,780,17,031,818401,1
275,826,17,031,818401,2
930,2379,17,031,818600,2
567,1277,17,031,818600,3
302,785,17,031,818700,1
419,986,17,031,818401,3
390,975,17,031,818401,4
330,817,17,031,818402,1
426,1004,17,031,818402,2
756,1461,17,031,818402,3
619,1508,17,031,818500,1
711,1573,17,031,818500,2
952,1602,17,031,818500,3
382,866,17,031,818500,4
661,1429,17,031,818600,1
457,1409,17,031,560200,2
427,1049,17,031,550200,2
364,1242,17,031,560100,1
98,279,17,031,560200,1
601,1789,17,031,560300,1
460,1464,17,031,560300,2
445,1630,17,031,560400,1
519,1355,17,031,560700,1
785,2280,17,031,560700,2
443,1197,17,031,560800,1
634,1459,17,031,560800,2
359,1016,17,031,560800,3
341,855,17,031,560800,4
421,1133,17,031,560800,5
412,1106,17,031,560900,1
243,634,17,031,560900,2
352,885,17,031,560900,3
401,1057,17,031,560900,4
250,573,17,031,560900,5
309,847,17,031,560900,6
402,1055,17,031,561000,1
253,661,17,031,561000,2
398,1021,17,031,561000,3
266,618,17,031,561000,4
385,1045,17,031,561000,5
437,908,17,031,561000,6
243,732,17,031,561100,1
292,823,17,031,561100,2
296,784,17,031,561100,3
449,1246,17,031,561100,4
460,1292,17,031,561100,5
253,704,17,031,561100,6
433,1316,17,031,570100,1
644,2087,17,031,570200,1
456,1497,17,031,570300,1
332,1086,17,031,570300,2
499,1585,17,031,570300,3
665,2195,17,031,570300,4
315,938,17,031,570400,1
276,825,17,031,570400,2
596,1241,17,031,804710,3
453,1313,17,031,804709,5
391,1129,17,031,804710,1
404,1160,17,031,804710,2
271,762,17,031,804710,4
1035,2372,17,031,804711,1
405,1023,17,031,804711,2
1162,3042,17,031,804711,3
426,1187,17,031,804711,4
830,2102,17,031,804712,1
363,1015,17,031,804712,2
779,2339,17,031,804712,3
858,1599,17,031,804713,1
998,1963,17,031,804713,2
241,734,17,031,804713,3
252,741,17,031,804713,4
538,1089,17,031,804714,1
419,1221,17,031,804714,2
427,1204,17,031,804714,3
613,1930,17,031,804715,1
564,1491,17,031,804715,2
538,1649,17,031,804716,1
775,2328,17,031,804716,2
534,1342,17,031,804716,3
477,1239,17,031,804803,1
643,1527,17,031,804803,2
1061,2955,17,031,804803,3
425,1363,17,031,804804,1
1221,2683,17,031,804804,2
259,917,17,031,804804,3
804,1824,17,031,804804,4
710,1744,17,031,804805,1
313,909,17,031,804805,2
514,1408,17,031,804805,3
1034,2796,17,031,804805,4
258,861,17,031,804806,1
330,1203,17,031,804806,2
559,1726,17,031,804806,3
339,1029,17,031,804807,1
321,929,17,031,804807,2
444,922,17,031,813000,2
565,1337,17,031,812900,3
623,1379,17,031,812900,4
272,684,17,031,813000,1
268,771,17,031,813000,3
361,848,17,031,813000,4
221,710,17,031,813000,5
536,981,17,031,813100,1
425,963,17,031,813100,2
262,748,17,031,813100,3
270,607,17,031,813100,4
509,1376,17,031,813100,5
373,837,17,031,813200,1
345,860,17,031,813200,2
306,833,17,031,813200,3
388,954,17,031,813200,4
358,1098,17,031,813200,5
543,1655,17,031,813301,1
235,841,17,031,813301,2
327,1138,17,031,813301,3
512,1690,17,031,813302,1
664,2168,17,031,813302,2
427,1444,17,031,813400,1
323,1103,17,031,813400,2
318,1153,17,031,813400,3
423,1564,17,031,813400,4
367,1308,17,031,813400,5
309,999,17,031,813400,6
524,1579,17,031,813500,1
371,1367,17,031,813500,2
362,1022,17,031,813500,3
457,1695,17,031,813500,4
432,1485,17,031,813500,5
438,1408,17,031,813600,1
635,2212,17,031,813600,2
542,1823,17,031,813600,3
692,2134,17,031,813701,1
576,1752,17,031,813701,2
352,1171,17,031,813702,1
170,607,17,031,813702,2
405,1301,17,031,813702,3
422,1385,17,031,660500,2
349,1388,17,031,660400,3
385,1474,17,031,660400,4
421,1270,17,031,660500,1
332,1200,17,031,660500,3
329,1158,17,031,660500,4
442,1006,17,031,660600,1
397,1111,17,031,660600,2
472,1217,17,031,660600,3
491,1398,17,031,660600,4
636,1672,17,031,660600,5
299,885,17,031,660700,1
429,1189,17,031,660700,2
369,1044,17,031,660800,1
434,1179,17,031,660800,2
441,1184,17,031,660800,3
308,991,17,031,660800,4
654,1716,17,031,660800,5
656,1504,17,031,660900,1
594,1455,17,031,660900,2
621,1468,17,031,660900,3
362,987,17,031,661000,1
283,800,17,031,661000,2
399,943,17,031,661000,3
487,1339,17,031,661000,4
658,1687,17,031,661000,5
513,1385,17,031,661100,1
330,988,17,031,661100,2
347,1185,17,031,661100,3
330,1327,17,031,661100,4
445,1748,17,031,661100,5
259,579,17,031,670100,1
338,745,17,031,670100,2
566,1325,17,031,670200,1
217,541,17,031,670300,1
346,701,17,031,670300,2
681,1585,17,031,670400,1
445,1145,17,031,670500,1
320,826,17,031,670600,1
183,513,17,031,670600,2
240,669,17,031,670700,1
312,976,17,031,807300,4
1217,2792,17,031,807300,1
707,1686,17,031,807300,2
639,1397,17,031,807300,3
291,853,17,031,807300,5
263,821,17,031,807400,1
515,1529,17,031,807400,2
1003,2519,17,031,807400,3
254,798,17,031,807400,4
419,1152,17,031,807400,5
365,1114,17,031,807500,1
311,899,17,031,807500,2
439,1286,17,031,807500,3
442,1305,17,031,807600,1
569,1646,17,031,807600,2
287,860,17,031,807600,3
427,1320,17,031,807600,4
515,1559,17,031,807600,5
823,2024,17,031,807700,1
582,1566,17,031,807700,2
456,1132,17,031,807700,3
621,1400,17,031,807700,4
465,1351,17,031,807800,1
466,1442,17,031,807800,2
529,1490,17,031,807900,1
518,1293,17,031,807900,2
492,1410,17,031,807900,3
456,1348,17,031,808001,1
386,1184,17,031,808001,2
540,1449,17,031,808001,3
393,1263,17,031,808002,1
600,1333,17,031,808002,2
473,1562,17,031,808002,3
268,815,17,031,808002,4
868,1797,17,031,808100,1
1066,1548,17,031,808100,2
836,2419,17,031,808200,1
529,1556,17,031,808200,2
644,1664,17,031,808200,3
506,991,17,031,808301,1
1340,2842,17,031,808301,2
302,929,17,031,805002,4
452,1163,17,031,805002,5
526,1087,17,031,805105,1
949,1885,17,031,805105,2
588,1370,17,031,805105,3
642,2097,17,031,805105,4
229,808,17,031,805105,5
638,1133,17,031,805106,1
624,1565,17,031,805106,2
863,1454,17,031,805107,1
764,2297,17,031,824505,2
315,854,17,031,824505,3
898,1769,17,031,824505,4
369,1031,17,031,804808,2
828,2092,17,031,804807,3
405,1174,17,031,804807,4
264,723,17,031,804808,1
292,842,17,031,804808,3
487,1399,17,031,804809,1
648,1687,17,031,804809,2
438,1173,17,031,804809,3
600,1427,17,031,804810,1
391,1149,17,031,804810,2
1055,2588,17,031,804810,3
713,1782,17,031,804810,4
877,1712,17,031,804901,1
337,961,17,031,804901,2
554,1393,17,031,804901,3
304,750,17,031,804901,4
419,1183,17,031,804901,5
304,872,17,031,804901,6
487,1396,17,031,804902,1
452,1160,17,031,804902,2
362,965,17,031,804902,3
471,1306,17,031,804902,4
292,788,17,031,804902,5
452,1026,17,031,805001,1
394,1105,17,031,805001,2
623,1765,17,031,805001,3
407,1089,17,031,805001,4
723,1886,17,031,805002,1
1058,1948,17,031,805002,2
624,1496,17,031,805002,3
1088,2249,17,031,824507,1
730,1835,17,031,824507,2
986,2056,17,031,824508,1
924,1643,17,031,824508,2
390,947,17,031,824509,1
311,939,17,031,824509,2
794,2247,17,031,824509,3
413,1174,17,031,824601,1
451,1111,17,031,824601,2
347,726,17,031,824601,3
517,1381,17,031,824601,4
566,1429,17,031,824602,1
637,1564,17,031,824602,2
698,1534,17,031,824602,3
263,701,17,031,824602,4
413,1010,17,031,824602,5
732,1829,17,031,824701,1
359,1037,17,031,824701,2
332,912,17,031,824701,3
553,1390,17,031,824702,1
618,1584,17,031,824702,2
870,2398,17,031,824702,3
558,1665,17,031,824800,1
662,2013,17,031,824800,2
585,1712,17,031,824800,3
590,1788,17,031,824800,4
489,1244,17,031,824900,1
654,1915,17,031,824900,2
725,1741,17,031,825000,1
706,1449,17,031,825000,2
591,1576,17,031,825000,3
241,690,17,031,825200,1
448,1187,17,031,161200,1
449,1046,17,031,161000,2
410,920,17,031,161100,1
422,1020,17,031,161100,2
621,1633,17,031,161200,2
285,637,17,031,161300,1
587,1022,17,031,161300,2
332,906,17,031,161300,3
596,1300,17,031,161300,4
1130,1872,17,031,170100,1
390,1103,17,031,170200,1
520,1556,17,031,170200,2
406,1142,17,031,170200,3
341,797,17,031,170300,1
351,968,17,031,170300,2
313,902,17,031,170300,3
377,1050,17,031,170300,4
564,1499,17,031,170300,5
322,903,17,031,170400,1
429,1041,17,031,170400,2
427,1154,17,031,170400,3
395,1043,17,031,170400,4
694,1712,17,031,170500,1
280,738,17,031,170500,2
540,1433,17,031,170500,3
554,1433,17,031,170500,4
362,954,17,031,170600,1
615,1597,17,031,170600,2
375,1021,17,031,170700,1
367,925,17,031,170700,2
445,1122,17,031,170700,3
491,1238,17,031,170800,1
454,1227,17,031,170800,2
507,1334,17,031,170800,3
656,1662,17,031,170900,1
515,1345,17,031,171000,1
521,1416,17,031,171000,2
336,909,17,031,171000,3
409,1158,17,031,171000,4
482,1205,17,031,171000,5
451,1267,17,031,171000,6
355,748,17,031,480400,6
450,1060,17,031,480400,3
384,797,17,031,480400,4
259,612,17,031,480400,5
378,812,17,031,480400,7
437,1112,17,031,480500,1
398,865,17,031,480500,2
446,1009,17,031,480500,3
567,1136,17,031,490200,1
409,887,17,031,490200,2
472,1017,17,031,490200,3
330,715,17,031,490500,1
512,1085,17,031,490500,2
611,1443,17,031,490600,1
319,815,17,031,490700,1
236,584,17,031,490700,2
510,1257,17,031,490700,3
350,755,17,031,490800,1
337,719,17,031,490800,2
358,794,17,031,490800,3
271,599,17,031,490800,4
279,635,17,031,490800,5
800,1420,17,031,490901,1
515,1000,17,031,490901,2
487,964,17,031,490901,3
370,856,17,031,490902,1
895,1796,17,031,490902,2
541,1233,17,031,490902,3
343,762,17,031,490902,4
372,846,17,031,491000,1
382,871,17,031,491000,2
542,1211,17,031,491000,3
362,879,17,031,491000,4
241,593,17,031,491100,1
286,692,17,031,491100,2
296,753,17,031,491100,3
397,969,17,031,491100,4
442,1024,17,031,837400,2
511,1275,17,031,837300,1
417,975,17,031,837300,2
467,873,17,031,837400,1
767,1544,17,031,837800,1
155,309,17,031,838200,2
593,1230,17,031,838300,1
1261,1330,17,031,838300,2
342,742,17,031,838600,1
268,635,17,031,838600,2
790,1798,17,031,838700,1
445,1051,17,031,838700,2
294,626,17,031,838700,3
327,640,17,031,838700,4
215,583,17,031,838800,1
1081,2489,17,031,838800,2
2250,3146,17,031,839000,1
3092,4290,17,031,839000,2
859,1334,17,031,839000,3
697,942,17,031,839000,4
3984,4894,17,031,839100,1
1677,2102,17,031,839100,2
762,1120,17,031,839200,1
1103,1622,17,031,839200,2
963,1482,17,031,839500,1
523,736,17,031,839600,1
441,969,17,031,839600,2
582,1339,17,031,839700,1
705,1445,17,031,839700,2
848,1761,17,031,839700,3
369,739,17,031,839800,1
526,1186,17,031,839800,2
387,761,17,031,839800,3
507,1146,17,031,837800,2
456,940,17,031,838000,1
972,1711,17,031,838000,2
16,18,17,031,838100,1
1259,1748,17,031,838100,2
417,753,17,031,838200,1
476,1498,17,031,803500,4
369,859,17,031,803500,1
375,967,17,031,803500,2
800,1441,17,031,803500,3
363,990,17,031,803500,5
820,2015,17,031,803603,1
398,1087,17,031,803603,2
910,2618,17,031,803603,3
397,1091,17,031,803603,4
602,1023,17,031,803604,1
510,1156,17,031,803604,2
460,1095,17,031,828507,1
450,1127,17,031,803604,3
331,839,17,031,803604,4
579,1603,17,031,803605,1
474,1176,17,031,803605,2
498,1317,17,031,803605,3
332,776,17,031,803605,4
844,2122,17,031,803605,5
304,827,17,031,803607,1
346,882,17,031,803607,2
795,1972,17,031,803607,3
409,1134,17,031,803607,4
861,2464,17,031,803608,1
1183,2841,17,031,803608,2
1067,2239,17,031,803608,3
362,770,17,031,803611,1
419,1341,17,031,803611,2
473,1396,17,031,803611,3
361,678,17,031,803611,4
580,1513,17,031,803611,5
830,2416,17,031,803612,1
711,1395,17,031,803612,2
715,1558,17,031,828300,2
633,1282,17,031,828202,3
470,973,17,031,828202,4
817,1792,17,031,828300,1
378,848,17,031,828401,1
382,964,17,031,828401,2
321,691,17,031,828401,3
494,1083,17,031,828401,4
517,1040,17,031,828402,1
692,1534,17,031,828402,2
632,1068,17,031,828402,3
476,1297,17,031,828503,1
564,1369,17,031,828503,2
308,734,17,031,828503,3
325,900,17,031,828503,4
867,2174,17,031,828504,1
405,1122,17,031,828504,2
296,812,17,031,828504,3
467,1327,17,031,828504,4
455,981,17,031,828505,1
408,943,17,031,828505,2
304,773,17,031,828505,3
421,1176,17,031,828505,4
1027,2796,17,031,828505,5
1013,2894,17,031,828507,2
427,962,17,031,828508,1
365,829,17,031,828508,2
662,1258,17,031,828508,3
640,1581,17,031,828508,4
368,910,17,031,828601,1
420,1111,17,031,828601,2
309,789,17,031,828601,3
613,1388,17,031,828601,4
1333,2350,17,031,833100,2
2050,2996,17,031,833000,1
1602,2560,17,031,833000,2
1009,1966,17,031,833100,1
1346,2578,17,031,833100,3
2148,2572,17,031,833100,4
1530,2912,17,031,833300,1
546,1257,17,031,833900,1
488,1061,17,031,833900,2
1141,2784,17,031,834000,1
345,776,17,031,834000,2
778,1411,17,031,834200,1
516,1049,17,031,834200,2
852,1459,17,031,834200,3
376,749,17,031,834200,4
582,1253,17,031,834300,1
884,1646,17,031,834300,2
267,551,17,031,834300,3
264,611,17,031,834300,4
525,1089,17,031,834300,5
473,1089,17,031,834300,6
459,799,17,031,834400,1
685,1347,17,031,834400,2
790,1606,17,031,834400,3
695,1765,17,031,834500,1
633,1152,17,031,834600,1
514,1161,17,031,834600,2
279,480,17,031,834700,1
275,566,17,031,834700,2
354,690,17,031,834700,3
298,484,17,031,834800,1
439,751,17,031,834800,2
244,440,17,031,834800,3
243,579,17,031,834900,1
683,1373,17,031,834900,2
400,1137,17,031,835000,1
417,1065,17,031,835000,2
492,1548,17,031,835000,3
586,1618,17,031,835000,4
299,825,17,031,250500,5
571,1406,17,031,250500,2
331,887,17,031,250500,3
355,965,17,031,250500,4
429,827,17,031,250500,6
491,1139,17,031,250500,7
353,913,17,031,251500,1
263,857,17,031,251500,2
416,900,17,031,251500,3
710,1647,17,031,251500,4
520,1278,17,031,251600,1
409,1036,17,031,251600,2
806,1731,17,031,826500,1
474,1298,17,031,826402,3
395,945,17,031,826402,4
315,698,17,031,826402,5
313,762,17,031,826500,2
584,1476,17,031,826500,3
632,1641,17,031,826500,4
460,973,17,031,826600,1
436,1023,17,031,826600,2
619,1319,17,031,826600,3
311,693,17,031,826600,4
261,587,17,031,826600,5
582,1233,17,031,826700,1
836,1561,17,031,826700,2
365,841,17,031,826700,3
414,938,17,031,826700,4
369,1081,17,031,826800,1
333,961,17,031,250600,1
396,1101,17,031,250600,2
401,1096,17,031,250600,3
364,1045,17,031,250600,4
492,1194,17,031,250700,1
530,1125,17,031,250700,2
408,998,17,031,250700,3
442,1100,17,031,250700,4
599,1515,17,031,250700,5
505,1260,17,031,250800,1
438,1172,17,031,250800,2
473,1075,17,031,251000,1
557,1037,17,031,251100,1
462,1113,17,031,251100,2
367,914,17,031,251100,3
513,1400,17,031,251100,4
274,722,17,031,251200,1
319,728,17,031,251200,2
329,906,17,031,251200,3
465,1554,17,031,251200,4
427,1126,17,031,251300,1
316,803,17,031,251300,2
328,807,17,031,251300,3
381,991,17,031,251300,4
510,1347,17,031,251300,5
289,684,17,031,251400,1
256,699,17,031,251400,2
632,1369,17,031,251400,3
685,1226,17,031,251400,4
816,1614,17,031,826800,2
509,1050,17,031,826800,3
354,851,17,031,826800,4
671,1462,17,031,826901,1
210,502,17,031,826902,1
294,753,17,031,826902,2
565,1209,17,031,827000,1
338,801,17,031,827000,2
397,958,17,031,827000,3
366,753,17,031,827100,1
282,741,17,031,827100,2
336,771,17,031,827100,3
680,1505,17,031,827200,1
299,674,17,031,827200,2
347,797,17,031,827200,3
274,717,17,031,827200,4
264,475,17,031,827300,1
385,771,17,031,827300,2
444,1031,17,031,827300,3
222,563,17,031,827400,1
379,847,17,031,827400,2
278,691,17,031,827400,3
618,933,17,031,827400,4
466,1298,17,031,827500,1
521,1294,17,031,842100,1
1116,2183,17,031,841900,2
320,638,17,031,842000,1
140,319,17,031,842000,2
410,1061,17,031,842100,2
361,1019,17,031,842100,3
444,1164,17,031,842100,4
401,1137,17,031,842100,5
323,965,17,031,842100,6
2890,4212,17,031,842200,1
779,1480,17,031,842300,1
1079,1935,17,031,842300,2
229,438,17,031,842400,1
1241,2603,17,031,842400,2
986,2644,17,031,842500,1
534,1403,17,031,842600,1
353,909,17,031,842600,2
371,881,17,031,842600,3
450,1044,17,031,842600,4
391,1212,17,031,842800,1
425,1414,17,031,842800,2
378,1135,17,031,842800,3
336,1116,17,031,842800,4
485,1338,17,031,842800,5
445,1422,17,031,842800,6
1391,2466,17,031,842900,1
846,1639,17,031,843000,1
504,1186,17,031,843000,2
403,924,17,031,843100,1
317,701,17,031,843100,2
589,1342,17,031,843200,1
507,1068,17,031,843200,2
762,1346,17,031,843300,1
633,1524,17,031,843400,1
351,1082,17,031,843500,1
761,1504,17,031,843600,1
824,1585,17,031,843600,2
273,741,17,031,817000,1
284,761,17,031,817000,2
402,1047,17,031,817000,3
522,1496,17,031,817000,4
461,1383,17,031,817000,5
416,955,17,031,817101,1
464,1254,17,031,817101,2
560,1298,17,031,817101,3
411,1056,17,031,817101,4
418,1136,17,031,817102,1
310,908,17,031,817102,2
398,1114,17,031,817102,3
558,1580,17,031,817200,1
337,1011,17,031,817200,2
481,1307,17,031,817200,3
369,923,17,031,817200,4
974,2799,17,031,817300,1
300,832,17,031,817400,1
397,1261,17,031,817400,2
489,1549,17,031,817400,3
380,818,17,031,817500,1
412,845,17,031,817500,2
372,908,17,031,817500,3
668,1740,17,031,816700,2
728,1646,17,031,816800,1
652,1756,17,031,816800,2
400,1077,17,031,816800,3
344,1005,17,031,816800,4
373,1186,17,031,816900,1
486,1427,17,031,816900,2
412,1213,17,031,816900,3
566,1720,17,031,816900,4
994,1647,17,031,390300,2
742,1404,17,031,390400,1
1082,1459,17,031,390400,2
875,1660,17,031,390500,1
411,862,17,031,390600,1
547,1125,17,031,390600,2
1398,1872,17,031,390700,1
868,1480,17,031,390700,2
611,1581,17,031,827600,2
751,2108,17,031,827500,2
436,1023,17,031,827500,3
295,835,17,031,827600,1
238,596,17,031,827600,3
657,1530,17,031,827700,1
378,922,17,031,827700,2
480,1322,17,031,827801,1
700,1863,17,031,827801,2
492,1231,17,031,827801,3
1459,2187,17,031,351000,3
668,1512,17,031,350400,1
320,517,17,031,351000,1
610,936,17,031,351000,2
1,10,17,031,351100,1
921,2028,17,031,351100,2
779,1363,17,031,351400,1
77,128,17,031,351500,1
306,689,17,031,351500,2
801,1651,17,031,360200,1
1217,2206,17,031,380100,1
1296,2408,17,031,380200,1
395,804,17,031,380600,1
489,1036,17,031,380600,2
806,1438,17,031,380600,3
265,645,17,031,380600,4
371,677,17,031,381200,1
794,1400,17,031,381200,2
866,1796,17,031,381400,1
397,667,17,031,381500,1
0,0,17,031,381700,1
494,911,17,031,381800,1
333,522,17,031,381800,2
317,519,17,031,381900,1
312,587,17,031,381900,2
714,1553,17,031,390100,1
525,964,17,031,390200,1
407,894,17,031,390200,2
517,854,17,031,390300,1
530,1555,17,031,827802,1
668,1758,17,031,827802,2
488,1284,17,031,827804,1
304,804,17,031,827804,2
401,1059,17,031,827804,3
364,961,17,031,827805,1
452,1227,17,031,827805,2
298,754,17,031,827805,3
321,819,17,031,827901,1
568,1441,17,031,827901,2
481,1130,17,031,827902,1
554,1319,17,031,827902,2
457,1218,17,031,827902,3
370,891,17,031,827902,4
444,1266,17,031,828000,1
364,1014,17,031,828000,2
798,1525,17,031,828000,3
557,1443,17,031,828000,4
344,947,17,031,828100,1
696,1414,17,031,828100,2
380,989,17,031,828100,3
406,979,17,031,828100,4
331,754,17,031,828100,5
1142,2497,17,031,828201,1
346,912,17,031,828201,2
389,1078,17,031,828201,3
419,1244,17,031,828202,1
475,1079,17,031,828202,2
348,868,17,031,805402,5
400,988,17,031,805402,2
364,1016,17,031,805402,3
627,1614,17,031,805402,4
518,997,17,031,805501,1
619,1374,17,031,805501,2
524,1343,17,031,805501,3
371,1069,17,031,805502,1
289,903,17,031,805502,2
615,1299,17,031,805502,3
446,1014,17,031,805502,4
478,1476,17,031,805600,1
498,1348,17,031,805600,2
333,993,17,031,805600,3
308,893,17,031,805600,4
398,1280,17,031,805701,1
262,679,17,031,805701,2
457,1303,17,031,805701,3
658,1114,17,031,805701,4
366,1109,17,031,805701,5
448,1215,17,031,805702,1
348,864,17,031,805702,2
326,874,17,031,805801,1
338,940,17,031,805801,2
416,766,17,031,805801,3
439,957,17,031,805802,1
321,928,17,031,805802,2
470,1247,17,031,805802,3
409,1020,17,031,805802,4
367,901,17,031,805802,5
586,1302,17,031,805901,1
907,1614,17,031,805901,2
492,1297,17,031,805901,3
362,849,17,031,805902,1
446,1185,17,031,805902,2
381,1073,17,031,805902,3
348,931,17,031,805902,4
300,875,17,031,805902,5
492,1319,17,031,805902,6
433,1131,17,031,806001,1
620,1450,17,031,100100,4
538,1284,17,031,100100,1
776,1670,17,031,100100,2
506,1125,17,031,100100,3
555,1154,17,031,100200,1
330,914,17,031,100200,2
396,1033,17,031,100200,3
430,809,17,031,100200,4
583,1195,17,031,100200,5
385,873,17,031,100200,6
338,872,17,031,100200,7
443,1169,17,031,100300,1
646,1217,17,031,100300,2
322,829,17,031,100300,3
433,873,17,031,100300,4
395,986,17,031,100300,5
650,989,17,031,100300,6
349,918,17,031,100400,1
332,864,17,031,100400,2
